,0
970,"EX RB VBP IN CD CD NNS IN NN , DT NN NN VBD ."
971,NNP NNP NNP : CD NN NN .
972,"NNP VBD NN TO NNP CD , CD NN IN NN IN NN IN NNS VBP JJS JJ NN NN NN NN JJ NNS NN CD JJ CD CD CD CD JJ CD CD CD CD CD CD NNS CD NN NN CD CD NN CD NN NN : NNP NNP NNP NNP VBZ DT JJ NN IN NNS NNP NNP NNP NN ."
973,NNP NNP NNP NNP NNS NNP NNP NN NN .
974,"NNP NNP NNP NNP NNP NNP POS NNP CD CD NN NN NN IN NN NN VBZ VBN RB VBN , RB NN NN NNS VBD ."
975,DT NN VBZ DT NN IN CD NNS .
976,PRP VBD DT NN IN CD NN NNS IN DT JJ NNP NNP NN VBD NN .
977,JJ NNS VBP RB JJ .
978,"DT NN NN VBZ NNP CD , CD ."
979,NN VBZ IN DT NNP NNP NNP NNP NN .
980,: NNP NNP NN VBP NNP NN NN NNP NNP NNP NN NN NN IN NNP NNP .
981,"NNP NNP NNP NNP VBZ VBN DT NN IN NNP , DT NN , IN NN NN CC NN NNS IN PRP VBZ DT NN MD VB NN , DT NNP NNP VBD IN NNP ."
982,"VBD PRP VBZ VBG IN NNP NN CC NN MD VB IN DT NNS CC VBG DT VBG NN IN DT NN IN NN NN , NNP NNP NNP NNP NNP NN VBD VBN IN CD IN DT NNP NNP NNP NN ."
983,NNP VBD NNS MD VB DT JJ NN NN CC DT NN NN IN CD NN NN $ CD CD .
984,"VBP DT NN VBZ NN NNS , NNP PRP VBD ."
985,RB JJ NNS : NNS TO NN : NNP CD .
986,RB VBD NNS VBP DT IN DT JJ NNS JJ TO VB JJ NNS IN NNP : NNP NN VBD JJ IN NN RB IN DT NN NN NN NNP JJ NN NN NNP NN .
987,IN CD NNS CC NNS VBD VBN IN DT NN IN NNP NNP CC EX VBD DT NN IN NNS .
988,"VBP DT NNP NNP NNP NNP VBD RB CD NNS IN NN IN NNP , VBG DT NN JJ NN IN NNS VBD NNS CC NN NNS VBD DT NN ."
989,"NNS : VBP DT NNP JJ NN VBD CD NNS , CC NNP NN , TO CD NNS IN NNP IN DT NN IN NN IN NNS NN NNS CC NN ."
990,"NNP IN NNP , DT NN NN VBD IN NN NN NN IN JJ NN IN DT NN IN NNP NNP NN ."
991,"NNS TO VB NN NN NN NNP NN NN IN NN IN DT NN NN IN NNP NNP NNP NNP , DT NN NN IN NNP NNP NNP NNP ."
992,"NNP NNP NN NN IN NN NN IN PRP VBZ VBG JJ NN NNS , DT NN NN CC JJ NN NN ."
993,NNP VBP NN IN NNS IN DT NN TO VB NN NNS IN $ CD CD IN NN CC NN .
994,VBP JJ NN CC NN NN NNS IN CD NN .
995,"NNP VBP DT VBG NN VBZ DT JJS NN IN JJ NN IN JJ NN NN NNS , DT NN POS NN IN NNS CC DT NN POS VBN NN NNS CC RB NN IN NN NN ."
996,"RB -NONE- VBP DT NNP NNP VBZ IN DT NNP NN , DT JJ NN , DT JJ NN CC NN NN VBD JJ NN POS JJ IN NN NN : CD CD NN POS NN CD NN CD JJ NN IN NNS NNP NNP NNP : CD CD NNP NNP NNP NNP NN MD CD NN NN NN CD NNP NNP NNP NN NN NN CD CD CD NN NN CD CD NNP NNP NNP : NNP NNP NNP NNP NNP CD CD CD CD CD NNP NNP NN : CD CD NNP NNP CD CD CD NN NN NN CD NN NNP NNP NN NN NNP NNP NNP CD NNP CD CD CD NNP NNP NNP NNP NNP NNP NNP NNP CD NN NN NN CD CD NNP NNP NNP : CD NNP NNP NNP NNP CD NNP NNP NNP CD NNP NN : : NNP NNP NNP NNP NN CD NN IN NNP NNP NNP NN : NNP NNP CD CD NN CD NN NNP NNP NNP NNP NNP NNP NNP NNP NNP $ CD NN $ CD NN NN CD NN NN NN $ CD NN $ NN NN NN : : : CD VBD CC PRP$ NN NNP NNP NNP NNP NNP NNP NNP NNP : NNP NN NNP NNP NNP NNP NNP NN : CD NN NN NN NNP NNP NNP NNP : CD CD NN NNP NNP NNP CD NN : NNP NN NNP NNP NNP NNP NNP NNP NN : NNP NNP NNP NNP NNP NNP NNP NNP NN : CD NN NN NN NNP NNP NNP NNP NNP NN : NNP NNP NNP NNP NNP NNP NNP NN NN IN NNS CD NN ."
997,"NNP NNP NNP NNP RB VBD CD NNS IN NN IN JJ NN IN NNP , NNP NNP CC NN NN IN PRP$ JJ NN NN ."
998,"NNP POS NN IN NN IN CD , VBD NN IN DT NN IN NNP IN IN NN , RB VBD DT NN NN TO DT JJ NN CC VBD JJR IN CD NN IN NN IN NNP ."
999,"NN , IN DT NN NN IN CD CD NNS : DT NN POS JJS JJ NN : VBZ CD NNS IN DT IN NN POS NN , NNP NN , CC DT JJ NNP NNP IN NNP , NNP CC NNP ."
1000,"NNP NNP POS JJS NN IN CD NNS VBP DT NN IN NNP NN CC NNP NN , NNP NN NNP NNP VBD IN NN NN DT NN ."
1001,VBP IN JJ JJ NN NNS PRP VBD JJ TO NN IN NNS NNS IN DT NN CC NN NN .
1002,"NN CC NN VBD RB NN IN NN CC JJ NN , IN EX VBP NNS IN DT NN ."
1003,NN : DT NN NN NN DT NN IN CD : VBD DT NN VBD VB DT NN IN NNP CC NNP CC DT NN VBZ RB VBN TO CD .
1004,VBP VBD DT JJ NN IN DT NN NN IN NNP IN NNP EX VBD DT CD NN NN IN NNS CC IN PRP VBD DT NN IN DT NN IN NN IN DT IN NN .
1005,"VBD EX VBZ DT NN IN JJ NN VBZ RB VBN , NNP VBD NNP NNP , NN IN DT NNP NNP NNP POS NN IN NN ."
1006,VBP DT NNP NNP CC DT NN VBP DT NN TO VB NN IN PRP$ NNS .
1007,NNP JJ NNP NNS VBD IN NNP IN DT NN NN NN MD VB RB NN CD VBN IN DT NN IN DT NN .
1008,"PRP MD VB DT JJ NN NN , WDT VBD VBN IN NN TO DT NN NN IN CD CC RB NNS IN RB CD NN IN NN ."
1009,NNP VBZ RB JJ TO VB DT NN CC VBD TO VB DT NNS IN IN JJ NNS .
1010,"NN IN PRP$ NN IN RB VBG DT DT NN IN NNP CC NNP POS NN IN NN , NNP VBD DT JJ NN NN DT NN , VBN NNP IN NNP DT NN NN TO NN IN DT JJ , IN JJ NN ."
1011,NNP VBD DT NN IN DT JJ NN IN NN .
1012,NNP POS NNP NNP NNP NNP VBD NNP VBD CD .
1013,"CC NN , VBD PRP IN DT NN IN NNP CC DT RB VBP NNS IN NNP NNP , VBZ VBG NN IN RB IN NNP ."
1014,VBP DT JJ NN IN JJ NN MD RB IN DT NN NN NN POS NNS IN CD NNS .
1015,"NNS IN NN , WDT VBZ PRP$ JJ NN , VBP JJ NNP , NNP NNP VBD ."
1016,"NN CC NN NN VB NN NNS IN NN , RB IN DT IN DT NN VBP PRP TO VB DT ."
1017,"NNP NNP VBZ VBD NN VBZ NN IN DT NNP NNP , NN NN IN DT NNP NNP NNP NNP NNP CC TO VB JJR TO CD ."
1018,"DT NN IN DT NN DT NN IN NNP NN NN VBD VBD NN IN DT NN , VBD TO NN NN NNS CC NN NN IN DT NN NN NN NN IN DT NNP NNP ."
1019,NNP NNP NN NN VBZ IN NNP : NN .
1020,"RB VBD DT NN NN , DT VBD JJ NN IN NN NN , VBZ VBN IN DT NNP NN , DT NN NN VBD IN NNP ."
1021,"NNP NNP VBD DT NNP NN IN NNP POS , IN NNP NN , JJ IN CD CC NNS IN NN IN DT NN NN IN NN , VBD DT JJ JJ NNP VBD IN DT CD NN ."
1022,"NNP PRP NNP , NN IN NN , VBD PRP$ NN VBD DT NN NN CC RB PRP VBP RB VB PRP DT JJR , NNP NNP NNP NNP NN , VBD IN DT NN IN DT NN NN ."
1023,NNP POS JJ NN VBZ CD NNS IN DT NNP NN IN NNP POS .
1024,"NNP EX VBZ NN NN IN PRP CC TO VB CD TO NN IN NNP NN , NNP NN NN VBD ."
1025,RB NN TO VB IN IN NN NNS .
1026,"NNP NNP NNP NNS , NN TO VB NN NN , MD VB VB NNS TO VB VBN NNS IN JJ NN TO DT NN , DT NN NN VBD IN NNP ."
1027,"VBD PRP VBP RB VBN VBN IN NN NNS IN JJ NNS , JJ PRP IN DT NN NN IN NN NN IN NNP , NNP NNP NNP , JJ NN IN DT NN NN IN DT NNP NNP NNP , NNP NNP ."
1028,"NN VBD JJ NN NNS VBD VBN NN IN JJ NN NN NNS , IN NN NN IN NN ."
1029,PRP VBD DT NN IN JJ NN NNS VBD $ CD CD IN CD .
1030,"NNP NNS VBD IN $ CD CD JJ NN , CC IN JJ NN IN DT NN NNS VBD IN $ CD CD , PRP VBD ."
1031,"VBP DT NN IN NN NNS VBZ RB RB NN , IN DT JJ NN IN NN NNS IN NN NNS CC DT NN IN NN NNS MD VB RB JJR , NNP NN VBD ."
1032,"DT JJ NNS IN NNP NN VBD NN VBD DT NN IN NN NNP IN NNP NNP NNS , CC NNP VBD DT NN MD RB VB DT NN NN ."
1033,"IN NN IN DT NN , WDT MD VB IN NN IN NNP CD , DT NN NN NNS MD VB VB TO NN NNS IN DT NN IN PRP$ NNS IN CD NNS ."
1034,"NN IN NNS VBP JJ , PRP MD VB TO VB NNS IN DT NN IN PRP$ NN NNS , VBP NN VBD ."
1035,"VBP DT NN IN NN NNS MD RB VB DT NN IN NN NNS , CC NN VBD DT NNS VBP RB RB VBG DT NN IN DT NN NN ."
1036,"NNP VBZ RB VBN DT NN IN DT NNP NNP POS JJ NN , CC NNP POS NNP NN JJ NN IN NNP VBZ VBN VBN DT JJ NN ."
1037,"DT JJ NNS RB , NN NNS VBP IN IN TO CD NN IN CD NNS IN NN NNS NN IN CD NN NNS WDT VBD IN VBN NN IN DT NN IN NN NN NNS CC NNP NNP NNPS NN , NNP VBD ."
1038,"VBP RB JJ NN NNS VBP JJ CC MD VB JJ NNS IN NN NN , IN NN NNS VBP VBG NN IN RBR JJ NNS ."
1039,"CC DT JJ NN IN NN NNS IN NN NNS VBZ RB JJ , NNP PRP VBD ."
1040,": NNP NNP , NNP NN , NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP NN ."
1041,"NNP NNP NNP NN NNS VBZ VBG RB IN DT NN TO DT NN NN NN , NNP NNPS : JJ NN CC JJ TO NN PRP IN DT NN IN NNP , JJ NN VBD IN PRP$ NNP NN ."
1042,"DT NN NN IN DT NNP NN NN VBZ VBN $ CD CD NN IN NN MD CD , CC $ CD CD RB IN JJ ."
1043,PRP VBZ DT JJS NN IN NNP NN NN IN CD POS NNP NN NN NN .
1044,"RB , JJ NNS VBD PRP$ NN VBD NN ."
1045,"NN MD VB PRP$ NN IN NN CC NN , CC MD RB VB CD NNP NNP NNP NNP , WP MD VB DT NN , DT NN VBD ."
1046,"PRP VBD NNP -NONE- : JJ NN NN NN CD NN MD VB JJ NN IN DT NN , IN DT NNS VBP VBN VBN RB ."
1047,"NNP , WP$ NN VBD IN NN NN NN CC DT NN NN NN CC NN IN DT NN POS NNS NN , RBR DT NN VBP DT IN DT NN POS NN ."
1048,"RB , PRP VBD IN NN NNS : JJ NN IN DT JJ NN NN , JJ NN VBD ."
1049,NNP NNP : CD NN TO VB CC NN .
1050,NNP NNP NNP NNP NNP NNP VBD NN TO VB DT JJ NN IN IN CD NNS RB NN PRP$ NN IN DT NN NN NN IN DT JJ NN IN NNP IN NNP .
1051,NNP NNP NN CC NN NN VBD RP DT NN IN NN IN DT JJ NN CC DT NN IN DT NN VBD DT NN TO NNS DT JJ JJ NN NN NN NN NN NN IN DT NN IN DT JJ NN .
1052,"NNP , NN IN NNS NN IN DT NN NN IN NN IN CD , VBD RB NN DT NN IN DT NN IN DT NN NNP NN VBD NN NN ."
1053,EX VBD JJ NN NN IN DT JJ CC DT NN CC PRP VBD RB NN WRB DT NNS VBD DT JJ NN IN CD JJ NNP NNP NNP NN NN .
1054,"WRB VBP RB RB NNP , DT NN VBD DT NN NN IN NN NN TO CD NN IN NN NN TO IN JJS CD JJ NN NNP NNP NN NN ."
1055,NNP NNP NNP : NNP JJ NN NN NNS .
1056,"NN , RB VBD CD NNS IN NNP POS VBG NN NN IN NNP POS NN JJ NN NN NN : CD NNP NNP NNP NN NN NN CD CD NN NN NN NNP NNP NNP NNP NNP NNP NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP : NNS IN NNP NN ."
1057,"NNP VBD NNP NNP NNP NNP , NNP NNP NNS IN DT $ CD NN NN NN NN IN NNP NNP NNP NN CD NN NN : NN CD : NN NN NN NNP NNP NNP NNP NNP NNP NNP NNP NNP VBD JJ NN CD : CD NNP NNP NNP CD NNP CD NNP NNP NNP NN NN NN NN NN NN NN NN NN CD : CD CD CD NNP NNP NNP NNP NNP NNP NN NN NN IN NN VBZ NNP NNP NN ."
1058,NNP NNP NNP NNP JJ NN NNS .
1059,NNP NNP NNS IN NNP NNP NN NNP NN IN NNP : CD CD CD NN NN CD NN CD NN CD NN NN : CD JJ NN NN .
1060,NNP NNP NN IN DT NN JJ NN NN NNS IN NNP : NNP NN -NONE- NNP CD NN NN : NNP NNP CD NNS .
1061,"NNP VBD NN IN NN NNS IN NNP NNP NNP NNP NNP NN IN NNP : JJ NN IN NN : CD CD NN NNS NN NNS RB IN , NNP NNP CD : NNP VBD CD NN ."
1062,"NNP NNP NNP NNP NNP NNP , NNP NNP CD NN ."
1063,"JJ NN IN NN : NNP NNP NNP NNP NNP CD , NNP NNP CD : NNP NNP NNP NN ."
1064,"NNP NNP NNP NN VBD CD RB IN , NNP NNP VBG RB IN NN ."
1065,"IN NN : NNP NNP NNP NNP NNP NNP , NNP NNP NN , NNP VBD CD RB IN NN NN NN ."
1066,"IN NN : NN NN NN JJ NN NNP , NNP NNP VBD RB IN NN NN NNP ."
1067,"IN NNP : NNP NNP NN VBD NN NN , VBD VBD NNS , NN JJ CD : NNP NNP NNP NN ."
1068,NNP NNP NNP NNP NN NN RB IN NN .
1069,"IN NNP NNP : NNP NNP NNP NNP RB VBD RB IN , NNP NN CD NNP NN NNS ."
1070,"IN NN : CD CD CD NN CD NN , NNP VBD CD RB IN , NNP NNP CD : NNP NNP NNP , NNP NNP NNP NN ."
1071,NNP NN .
1072,"IN NNP : NNP NNP VBD NNP NNP NNP NNP , NNP NNP VBD RB IN , NNP NNP NN , NNP NN CD NN ."
1073,NNP NNP NN VBD VBD CD RB IN NN .
1074,NNP NNP : NN JJ IN NN TO CD .
1075,"NNP NNP NNP NNP NNP NNP NNP , VBD TO CD JJ PRP$ JJ NN IN CD TO VB NNP NN , VBZ VBN DT NNP NNP PRP MD VB TO NN JJ IN PRP$ NN ."
1076,"NNP , WP -NONE- VBD DT NN JJ JJ NN , VBD : VBD PRP MD VB TO VB RB CC JJ NNP NN IN DT NN CC PRP VBP RB VB PRP MD VB TO NN NN ."
1077,"VBP VBG PRP$ NN NN VBD NN , NN VBD : NN PRP VBP VBN VBG DT NN IN DT NN CC PRP NN IN IN VBG DT NN RB PRP MD VB JJ TO JJ IN DT JJ NN VBN NN ."
1078,NNP NNP NNP NNP NNP NNP NNP JJ NN NN .
1079,"NNP NNP NN IN DT JJ NN IN DT JJ CC JJ NN IN NNP CC NN IN DT NN IN NNP : NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP CD CD NNP NNP CD CD CD CD CD NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP CD CD CD NNP NNP NNP NNP NNP CD JJ NN NN NN NNP NN CD CD NNP NN NN NN NNP NNP NNP NNP -NONE- NNP NN RB IN CD NN NN NNP NNP NN CD NN NN NN NN NN NN CD CD CD NN IN NN : NNP NN NN NN NN NNP NNP NNP NN NN : NNP NNP NNP , NNP NNP NNP , NNP NNP NNP , NNP NNP NN , NNP NN CD NNP NNP CD CD CD RB IN CD NN NN NN NN NNP CD CD NN NN RB IN CD NN NN NN NN NN CD JJ NN IN CD NN CD CD NN IN NNP : CD TO NNP : NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NN , NNP NNP NN NN TO NN NN : NNP NNP , NNP NNP , NNP NN , NNP NN , NNP NNP NNP NNP NNP NNP CD DT IN CD NN IN JJ NN ."
1080,NNP NNP NNP VBD DT RP IN NNS IN PRP$ JJ NN IN DT JJ NN IN DT JJ CC JJ NN IN NN IN DT NN IN NNP .
1081,"NN : NNP NNP NNP NNP NNP NNP , NNP CD CD ."
1082,NNP NNP NNP NNP NNP NN : CD NN IN IN NNP POS NN NN .
1083,NNP NNP NNP POS JJ NN NN NN VBZ TO VB PRP$ NN NN POS NN IN DT NN IN PRP$ NN IN PRP MD VB VBN WRB PRP NNS .
1084,"DT NN PRP VBZ DT NN , DT NN RB NNS PRP$ NN IN PRP$ NN IN PRP VBZ TO VB DT NNS , CC NNP POS NNS VBP TO NN IN IN DT NN ."
1085,"NNP NNP NNP NNP NN PRP$ NN : PRP VBD PRP MD VB NN TO VB VB DT NN NN IN DT NN IN PRP$ NN , VBD DT NN IN DT NNS VBD ."
1086,VBD PRP MD VB DT NNS NN RB TO VB IN IN PRP$ NN .
1087,NNP NN VBD DT NN NN IN DT NN NN IN NN IN NNP CC VBD VBN RB DT JJ NN IN NN IN NN NN IN NNP IN PRP$ NN NNP NN .
1088,NNP NN : NN NN IN JJ JJ .
1089,NNP NNP PRP VBD JJ NN IN DT $ CD CD JJ JJ IN NNP IN CD NN VBD DT NN IN CD NN .
1090,VBP NN NNP VBD DT JJS NN NN IN PRP VBD NNP NNP NNP NNP VBD NN IN RB CD NNS .
1091,"NNP NN , WP -NONE- VBP JJ NNP NN NN NN NNP NNP NNP NNP NN , CC NNP NNP , DT NN NN NN IN CD NN IN DT JJ NN , RB NNPS CC MD VB IN NNP POS NN ."
1092,"NNP NNP NN IN NNP NNP NNP NNP NN IN NNP NNP NN IN DT NN NN NN NN CC NN NNP NN IN NNP VBD PRP$ NN NN , NNP CD NN IN DT NNP NNP NN NN ."
1093,NN CC NN NN IN DT NNP NN NN .
1094,"CD NNS , RB NNP NNP NNP CC NNP NNP NNP , MD VB IN NNP IN NNS NN IN NNP ."
1095,NNP NNP NNP NNP IN NNP NNP NNP NNP CC NNP NNP NNP NN IN NNP NNP NNP NN .
1096,"NN IN PRP RB VBP IN DT NN , NNP VBD DT NN NNP IN NN TO DT NN NN , VBD PRP RB RB VBN DT NN TO NN IN PRP VBD JJ JJ CC NN IN NN TO DT NN ."
1097,NNP PRP VBD RB JJ TO VB PRP$ NNS NNS RB IN PRP$ NN JJ NN NN NN VBD RB IN DT NN .
1098,VBD DT CD NNS RB CC PRP VBP DT NN .
1099,RB VBD VBD JJ NNS IN NN NN JJR DT NN CC DT NN RB IN NN VBZ VBN PRP DT JJ NN .
1100,"NN IN WRB PRP VBD IN NN , PRP RB VBD PRP VBD TO VB IN NN IN NN CC CD NN CC PRP VBD TO VB RP IN DT JJ NN , NNP NN VBD ."
1101,VBP RB PRP MD VB TO VB IN IN NN CC NNP RP IN CD IN DT NN .
1102,PRP RB VBP RB VB IN JJ VBN NN CC PRP POS VBN PRP DT NN NN .
1103,"NNP NNP VBD VBN IN PRP$ NN IN NN , PRP$ JJ IN CD NNS IN DT NN NN ."
1104,"VBD PRP VBZ RB JJ TO VB DT NN WRB PRP VBG DT JJ NN , RB IN NN PRP VBP RB JJ , VBP PRP VBD ."
1105,VBD PRP VBD RBR JJ IN DT JJ CC JJ NNS CC DT NN NN RP CC IN RB VBP NNS IN RB RB VBD RP DT JJ NN .
1106,"VBP DT NNP NNP , WP VBD DT NN NN NNS IN JJ NNP JJ NN , VBZ RB VBN CD IN PRP$ JJ CD NN , JJ RB TO CD NN IN NNP NNP IN JJ NNP ."
1107,PRP VBZ VBP IN VBG NN CD NNS IN .
1108,"VBD PRP VBP PRP VBP VBG DT NN RB RB IN PRP VBP VBG JJR JJ NN IN PRP VBD JJ NN , NNP NNP VBD ."
1109,NN CC PRP VBP RB RB RB .
1110,"RB VBD PRP VBD DT NN IN JJ NN IN , NNP VBD NN IN PRP$ NN IN NN ."
1111,VBP PRP VBD RB VB IN JJ NN CC PRP VBD VBG DT NNS .
1112,"NN RB NN IN DT JJ NN VBD PRP VBD IN DT JJ NN IN PRP$ NN NNS IN NNP NN IN NNP IN NNP , NNP NNP , VBD NN IN NN EX VBD IN JJ NN IN DT JJ NN ."
1113,PRP VBD RB CD NNS .
1114,NNP NNP NN : NNS IN JJ JJ .
1115,NNP VBP NNS IN DT JJ JJ NN NN IN NNP NNP NNP NN NN NN NN : JJ NN CD : NNS NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP CD NN NN : CD CD CD CD NN NN NNP NNP NNP JJ NN NN NN NN CD : NNP NNP NNP VBD NNP NNP NNP NNP NNP JJ NN NN NN NN NN NNP NNP NNP NN NN NNP : NNP NNP NNP NNP NNP NNP NN CD : NN NNP NNP NNP NN NN CD : NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NN NNP NNP NNP JJ NN NN NN NN NN NNP NNP NNP NNP NNP NNP NN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NN IN NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP : VBD IN IN JJ NN .
1116,NNP NNP NNP NNP NN VBZ VBN VBN IN IN NNP NNP POS NN IN DT JJ NN IN NNP NNP IN NNP IN NNP .
1117,VBP VBD DT JJ NN IN NN IN RB NN CC VBD DT NN NN IN NNP .
1118,"CC NNP NNP NNP NN NN VBZ JJ IN DT NN NN CC VBZ JJ TO NN , NNP NNP NNP VBD ."
1119,NNP POS NN VBZ WDT JJ NN NN NN NN MD NN PRP$ JJ NN NNP NNP NNP NNP NNP NNP .
1120,"NNP NNP NN VBZ VBN TO VB PRP$ NN , VBG NN IN NN MD VB VB IN IN NN IN DT NN ."
1121,"DT NN MD RB VB VBN IN RB IN DT NN , NNP VBD ."
1122,NNP NNP : NNP JJ NN NNS .
1123,"NNP NNP VBP NNS IN DT NN JJ NN NN IN NNP NNP NN NNS CD NN NN : NNS POS NN , NNP CD : NN NN CD NN NNP NN NN NN : CD CD NNP NNP NNP NNP NNP NN : CD NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NN NN NN : CD NNP NNP NNP NNP NNP NNP : CD CD CD NNP NNP NNP NNP NNP NNP : NN NN VBD IN IN NNP JJ ."
1124,"NNP NNP NNP NNP NNP NNP NNP NN VBZ VBN IN IN DT NNP JJ NN NN IN DT NN NN , NN NNS VBD ."
1125,"DT NNP NN , WP VBD TO VB VBN NN , VBZ RB NN IN NN IN DT NN NN WDT VBZ VBN PRP$ NN IN JJ NNS ."
1126,NNP POS NN VBD IN DT RB JJ NN IN NNP NNP NNP NNP NNP .
1127,NNP VBD VBN CD IN DT NNP NN NN IN DT IN DT NN NNS IN NNP NNP NN IN NN .
1128,"CC IN DT NN NN NN IN DT NN , NNP MD VB VBN IN NN POS NN IN DT NNP , IN NNP MD RB VB DT NN IN DT JJ NN , VBG TO NNP NNP NNP NNS ."
1129,NN VBZ DT JJ JJ NN IN DT NNS POS NN IN VBD JJ NNP NNP NNP NNP NNP CC NNP NNP NNP NNP NN VBD RP JJR DT NN IN NNS .
1130,NNS POS NNP NNP NNP NNP NN MD RB VB DT NN POS JJ NN NN IN DT NN NN .
1131,NNP NNP : JJ NN NNP IN NNP POS NNS .
1132,"NNP NNP NNP JJ NNP NN NN IN CD NNP IN NNP NNP NN IN NN , NN , JJ NN CC NNS IN NN : NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP : NNP VBD CD NN CD NNP NNP NNP NNP CD NNP CD CD CD CD NNP CD NNP NN CD CD NNP NN NNP JJ CD NNP NNP NNP CD CD CD CD NNP CD NNS CD CD NNS CD CD NN CD NNP NNP NNP CD CD NNP NNP NNP NNP NNP NNP CD NN : NNP CD CD CD CD NN CD NN CD CD NNP CD NNP CD CD CD NNP , NNP CD NN NN IN NNP NNS IN NNP NNP IN NNP NNP IN NNP NNP NNP IN NNP NNP IN NNP NNP NNP IN NNP NNP NNP NNP NNP NNP NN NN NN NNP NNP CD NNP : NN VBD CD CD CD NNP NNP CD CD NNP VBD CD CD CD NN CD NNP NNP CD CD NNP CD NNP NNP NNP NNP CD NN : NNP NNP NNP CD CD NNP NNP CD CD NN CD NN NN CD CD NN CD CD NN CD NNS NN CD NN NNP NN NNP VBD CD CD NN : NNP NNP NNP CD CD CD JJ NN CD NN CD NNP NNP NNP CD CD CD CD NNS , NNP CD NN NNP IN NNP NNP NNP NNP NNP IN NNP NNP NNP IN NNP NNP IN NNP NNP NNP IN NNP NNP NNP IN NNP NNP NN IN NNP NNP NNP NN : NNP NNP NNP NNP ."
1133,NNP NNP NNP NNS IN JJ NNP NNP NNPS NNP IN NNP CD NN NN IN NN NN : NNP NNP NNP CD CD CD CD CD NNP CD NNP CD NNP NNP NNP NNP CD NNP -NONE- NN IN CD NN NN NNP CD NNP NNP CD NNP NNP NNP CD NNP NN NNP CD NN VBD CD NNP CD NNP CD NN IN CD CD NN CD NNP CD NNP NNP CD NNP CD NN CD NNP NNP JJ NNP NNP : NN NNS NNP IN NNP NNP NNP .
1134,NNP NNP JJ NNP NNP NNP VBD CD NNS IN NNP NN NN IN NN IN DT NNP CC NNP NNP VBD PRP$ JJ NN NN IN DT NN IN DT NNP NNP NNP NNP NNP NNP .
1135,"NNP NNP NNP NNP , WP VBD VBP IN DT NN IN NN IN NNP NNP CC NNP NNP CC CD VBZ IN DT JJ , NNP NN CC VBD IN CD ."
1136,RB VBP RB DT JJ CD NN TO VB DT NN .
1137,IN CD IN IN DT JJ NN NN NN CC NN NN NN NN NN IN NN NN NN NN NN NNP NNP CC NNP NNP NN .
1138,VBD VBD IN VBG DT NN NN RB IN DT NN NN IN DT NN NN .
1139,"NNP NNP NNP NN VBD IN DT NN , WDT VBD VBN IN NNS IN DT NNS IN DT NN IN NNP ."
1140,"VBP NNS VBD IN IN PRP , NNP VBD NN , WP VBZ CD VBP JJ NN CC VB DT NN IN DT NN IN DT NN ."
1141,VBD PRP VBP IN DT NN NN .
1142,PRP VBP VBD TO VB RP DT NN .
1143,"NN IN DT JJ NN NN NN , DT NN VBP CD NNS IN DT NNP NNP , CD IN NNP CC CD RB IN DT JJ NN VBG IN NNP IN DT JJ NN ."
1144,VBP VBN NNP NNP NN IN DT JJ CC RB NN CC VBD CD CC JJ NN TO CD IN DT CD NN PRP NNP .
1145,VBD PRP VBD DT JJ NN IN DT NN CC PRP VBP RB VBG TO NN IN PRP .
1146,"PRP VBD DT NN , NNP VBD NN ."
1147,NNP NNP NNP NN VBD NN IN NN NNS CC CD NNS IN JJ NNP NN .
1148,NNP NNP NNP NNP VBD DT NN IN VBG VBD TO DT NN IN DT NN NN .
1149,RB NNP NNP NN VBD PRP$ NN .
1150,"IN NNP , NNP NN NN IN DT NN NNP VBD IN CD IN IN DT NN IN DT JJ CC DT JJ NNP VBD TO DT CD NN IN DT JJ NN DT NN IN PRP$ JJ JJ NN , NN IN DT NN NN ."
1151,NNP VBZ VBN CD IN PRP$ JJ NN NNS .
1152,NNP POS NNP NNP NNP NNP NNP VBD CD RP NNS IN PRP$ JJ CD NN WRB NNP NNP NN VBD IN DT NN IN NNP NNP NNP NN IN DT NN NN CC NN NN NN NN DT NN JJ IN NN TO CD NN IN DT NN NN .
