,0
156,"NNP NNP DT NNP POS NNP NNP NNP NN NN . NNP NNP NN IN DT NNP POS NNP NNP NNP NNP NNP NNP IN NNP , NNP NNP NNP , NNP , NNP NNP : NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP"
157,NNP NNP DT NNP NNP NNP POS NN NN NN . NNP NNP NNP NNP NNP VBD DT NNP POS NNP NNP NNP NN IN NNP WRB PRP VBZ DT JJ CD NNS NNP NNP IN DT NNP NNP NNP . DT JJ NNP IN NNP VBD VBN IN NNP POS NNP NNP RB IN NNP CD JJ NN . DT NN VBD RB VBN TO NNP .
158,"NNP NNP DT JJ JJ JJ NN NNS . NNP , NNP NNP VBG JJ NN NNS IN DT NNP NNP NNP NNP IN NNP NNP NNP NNP NNP NNP : JJ NNP NNP CD CD NNP NNP NNP NNP NNP NNP NNP CD CD NNP NNP NNP NNP NNP NNP CD , NNP NNP NNP CD NNP NNP NNP NNP NNP , NNP CD NNP CD CD NNP NNP NNP NNP NNP NNP NNP NNP , NNP NNP CD CD , NNP NNP NNP NNP NNP NNP CD , NNP NNP CD CD , NNP NNP NNP NNP NNP NNP CD CD NNP NNP CD CD , NNP NNP NNP NNP CC NNP NNP NNP CD , NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP , NNP NNP NNP NNP , NNP NNP NNP NNP NNP NNP NNP , NNP NNP NNP NNP NNP NNP NNP , NNP NNP NNP NNP NNP NNP NNP , NNP NNP CD CD , NNP NNP NNP NNP , NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP , NNP NNP NNP NNP , NNP NNP NNP NNP NNP CD NNPS , CD NNP NNP NNP , NNP NNP NNP NNP , NNP NNP NNP NNP NNP CD NNPS , NNP NNP NNP NNP , NNP NNP NNP NNP NNP CD NNPS , NNP NNP NNP NNP , NNP NNP NNP NNP NNP NNP NNP , NNP NNP NNP NNP , NNP NNP NNP NNP , NNP NNP NNP NNP NNP NNP NNP NNP , NNP NNP NNP NNP"
159,"NNP NNP DT NNP NNP NNP IN NNP NNP NNP . NNP NNP NNP NNP NNP NNP NNP NNP DT NNP IN NNP CC NNP NNP CD NNP NNS IN CD IN DT NN NN IN DT NNP NNP NNP . NNP PRP$ NNP NNP NNP NNP , DT NNP NNP NNP NNP NNP IN NNP NNS TO VB DT NNP IN NNP POS NNP NNP NNP NNP NNP , CD NNP NNP NNP IN NNP CC NNP CD CC CD NNP NN VBD . CC RB VBZ NNP CC NNP IN NNP IN DT JJS JJ NN IN DT NNP IN NNP JJ NN . DT NNP , WP -NONE- VBZ IN DT NNP NNP , VBD VBN IN IN PRP$ NN CC VBD IN NNP POS JJ NNP IN DT JJ NN NNP IN JJ IN IN DT NN IN NNP . DT JJ VBD JJ IN NNP IN NNP JJ IN NNP , RB IN NNP NN NNP NNP NNP WP -NONE- VBZ IN JJ . NNP , VBG IN WP VBZ VBN TO VB PRP$ JJ JJ JJ NN , VBD JJ IN NNP . NNP , VBD DT JJ NNP IN NNP IN DT NN NN , VBD DT NN IN DT NNP NNP . NNP NNP NNP NNPS NNP NNP NNP NNP DT NNP NNS TO VB DT NN NNP NNP IN DT NN NNP NN , RB NNP IN DT NN NN VBD IN NNP POS NNP NNP . NNP VBD DT JJ NN IN DT NNP NNP VBZ IN NNP IN NNP TO VB DT JJ JJ WP VBN IN DT NN IN NNP NNP NNP . PRP VBD TO VB DT JJ NN IN DT NNP NN , VB DT NN IN CD TO NNP IN DT NNP NN IN PRP$ RB . -NONE- , DT JJ NN TO VB VBN JJR , MD RB VB IN PRP$ NN , VBG JJ IN NNP NNP . DT NN VBD VBN IN WRB DT NNP POS JJ NNP VBD RP IN PRP$ CD NNP NN . CC NNP POS NNP JJ NNPS NNP NNP NNP , WP -NONE- RP IN JJ NN POS NN IN NNP IN NNP DT NNP , RB VBD PRP NN RB TO VB IN DT NN NNP NNP . NNP NN NNP NNP NNP IN NNP MD NNP RB JJ IN DT NN IN NNP . NNP NNP NNP NNP NNP VBD NNP IN NNP RB IN NNP NNP NNP . DT NNP NN NN VBZ DT NN IN DT NN IN CD NNP NN NNS WDT MD VB VBN IN NNP WP -NONE- PRP$ NNS IN DT IN DT JJ CD NNP IN NNP , NNP , NNP CC NNP . CD NNP VBD IN NNP POS NNP NN IN DT NN IN DT NN IN JJ DT NNS CC NNP NNP POS NNP NNP NNPS NNP NNP NNP VBD PRP$ NNS JJ IN DT NN IN JJ PRP$ NN IN NNP . NNP NNP NNP NNP NNP NNP DT NN NNP VBZ IN PRP$ NN TO VB IN DT NNP POS CD NNP , DT JJ VBG NN IN DT NN CC NNP VBN JJR IN PRP$ JJ NN IN NNP . NNP NNP NNP NNP , WP -NONE- VBZ IN NNP NNS RB VBZ RP IN DT NN NNP IN NNP IN DT NNP NNP , VBD TO JJ IN JJ NN IN NNP . NNP NNP NNP NNP NNP , DT NN NNP IN NNP , VBD JJ IN NNP . PRP VBD DT JJ NN IN NN IN PRP VBZ PRP IN IN DT NN IN DT NN CD NNP ."
160,NNP NNP DT NN VBZ NNP NNP . NNP NNP VBG NNS IN DT NNP NNP NNP NNP NN IN NNP : NNP POS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS CD NNP NNPS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNPS POS NNP NNP NNPS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NNP NNP NNP NNP NNP NNP NNP NNP CD NNS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNPS POS CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NNP NNP NNPS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS CD NNP NNP NNP NNP NNP NNP NNP CD NNS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNPS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NNP NNP NNP NNP NNP NNP NNP NNP CD NNS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NNP NNP NNP NNP NNP NNP NNP NNP CD NNPS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNPS POS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNPS POS CD NNP NNP NNP NNP NNP NNP NNP NNP CD NNPS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP . NNP NNP NNP NNP NNP NNP NNP NNP . NNP NNP NNP NNP NNP NNP NNP POS NNP NNP NNP NNP NNP NNP NNP NNP CD NNPS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP
161,"NNP NNP DT NNP VBZ RP CD NN NNS IN NNP NNP NNP . NNP NNP NNP POS NNP NNP NNP NNP VBD RP CD NNS IN NNP NNP NNP IN NNP IN DT NNP NNP IN DT NNP NNP NNP NNP IN NNP IN NNP CD . NNP NNP NNP , RB NNP TO NNP NNP IN NNP POS NNP , VBZ DT JJ VBG NN IN DT NNP NN IN DT NN POS JJ NN WP MD RB VB DT NN . PRP MD VB NNP POS JJ NN IN NN IN DT NNP NNP IN VBG IN IN NNP NNP , WP -NONE- NNP NNP , IN DT NN IN NNP NNP . NNP : NNP NNP NNP NNP , NNP NNP . NNP NNP NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP . NNP NNP NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP NNP . NNP NNP NNP NNP , NNP NNP NNP , NNP NNP , NNP NNP ."
162,"NNP NNP DT NNP VBZ VBN IN NNP POS NNP NNP . NNP NNP NNP NNP NNP VBD NNP IN PRP$ NNP NNP NNP NNP NNP IN NNP POS JJ NN IN PRP$ NN VBP , DT NN IN NNP . VBP VBD DT JJ NNS IN DT NNP IN DT NNP CD NN IN NNP . RB IN NN PRP VBD DT NNP NNP POS NNP NNP VBG NNP POS NNP NNP , VBD RP IN DT JJ IN NNP NNP NNP . PRP MD , RB , VBP TO VB IN DT NNP NNP IN NNP NNP NNP , NNP NNP NNP CC NNP NNP NNP , WP VBD DT NNS NN IN VBG NNP . VBZ DT NN VBZ RB DT NN IN PRP$ VBG IN DT NNP NNP NNP , NNP NNP VBD . NNP PRP MD VB TO VB WDT JJ NNS NNP JJ NN NNP TO VB PRP IN DT NNP . NNP NNP : NNP NNP NNP NNP , NNP NNP , NNP NNP NNP NNP NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP NNP NNP NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP NNP NNP NNP NNP , NNP NNP , NNP NNP , NNP NNP ."
163,"NNP NNP DT JJ NNP VBZ IN NNP , NNP , NNP . NNP NNP -NONE- VBP DT NNP NNP VBZ IN DT NNP NNP CC DT NNP POS NNP NNP NNP NNP NNS IN VBD NN NN IN NNP : NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNPS . : NNP NNP , NNP NNP NNP NNP"
164,NNP NNP DT NNP NNP VBZ NNP NN VBZ . NNP VBZ VBZ IN DT JJ NN IN DT NNP NNP NNP VBZ VBD IN NNP NNP NNP NNP NNP NNP NNP : NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP POS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP
165,"NNP NNP DT NNP NNP CC NNP VB NNS VBP NNP . NNP NNP NNP NNP CC NNP VBD IN VBN IN NNS IN DT CD NNS VBD VBN IN DT NNP NNP POS NNP NNP JJ NN . DT NNP NNP VBD VBN VBD JJ RB CD IN NNP NNP CC NNP NNP NNP VBD VBN IN NNP IN DT JJ NNP NN IN NNP . NNP PRP$ NN VBZ TO VB RP EX CC DT NNP NNP , NNP NNP NNP NNP NNP NNP VBD DT NN NN IN DT NNP IN DT NNP NN IN DT NNP NNP NNP CC DT NNP NNP NN VBD IN NNP . NNP WP NNP VBZ VBN . NNP NNP NN NN NNP NNP VBD PRP VBD IN NNP . NNP PRP VBP NNS IN DT CD NNS MD VB NNP , NNP NNP VBD . DT NNP VBP VBG PRP$ JJ NN TO DT NNP NNP NNP IN NNP DT NN NNP NNP IN NNP IN DT NNP NNP IN NNP . NNP VBP VBN VBN DT NN IN NNP , NNP NNP CC NNP NNP TO VB DT NN NNP NNP VBZ NNP . DT NNP , VBG IN NNP CD , RB VBZ NNP CC NNP . NNP VBD PRP VBD VBN IN DT NN NNP . NNP NNP NNS VBD PRP VBN JJ NN WDT NNP RP DT NNP NN IN NNP MD NNP IN NNP . NNP , VBN IN NNP NNP NNP , VBD PRP$ JJ NN IN NNP VBP IN DT NNP NNPS IN DT NN POS NN NN IN NNP ."
166,"NNP NN NNP DT NNP VBZ NNP NNPS . NNP VBZ DT VBP DT VBG NN IN DT JJ NN IN NNP . NNP VBZ RB VBN DT NNP CC VBZ RB VB IN PRP$ NN . RB : NN NN NN -NONE- -NONE- VBZ DT JJ NN IN NN NNP DT NN TO NNP NN NNP NNP NNP IN DT NNP IN DT NN NN IN NNP . PRP VBD NNP NNP , NNP NNS IN NN IN NNP NNP TO DT NNP NNP , NNP NNP IN DT NN IN DT NNP IN DT NN IN NNP NNP CC NNP . IN DT NN DT JJ NN IN NNP CC NNS MD VB VBN , DT NN NN NN IN DT NNS CC DT NNP NNP MD VB PRP$ NNS IN DT JJ NN . DT NN VBZ PRP$ NN IN DT NNP NNP IN DT NN NN , VBG DT NN IN NNS IN NNP NN CC NN VBP RB VBN RB NNP , WRB DT NNP JJ NNS VBP VBN VBN IN PRP$ JJ NN . NNP NN NNP NNP VBZ DT NN IN NNP NNP NNP IN NNP CC JJ NNP IN DT NNP CC NNS IN DT NNP NN CC DT NNS IN DT NNP IN NNP , RB RB IN JJ , TO VB DT NN IN DT NN ."
167,"NNP NN DT VBN NN NNS NN . NNP NNP VBZ NNS IN NNP NNP JJ NN NNS VBD JJ NN VB DT VBG NN DT CD NNS IN NN NNP : NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP DT NNP NNP NNP NNP NNP NNP NNP DT NNP NNP NNP NNP NNP NNP NNP DT NNP NNP NNP NNP NNP NNP NNP DT NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP : NNP NNP , NNP CD NNP NNP"
168,NNP NNP NNP NNP NNP NN NN VBZ . NNP NNP NNP NNP NNP NNP NNP NNP NNP NN NNP NNP NN NN NNP NNP NNP NNP NNP NNP NNP CD NNS NNP NNP NNP NNP NNP NN NNP NNP NN NN NNP NNP NNP NNP NNP NNP NNP NNP DT NNS RB NNP IN IN NN NNS NNP : NNP NNP NNP NNP NNP
169,"NNP NNP NNS NNP NNP NNP . NNP NNP NNP NNP VBD IN CD NNS IN NNP MD VB DT VBN NN EX IN IN NN NNS IN PRP$ NNP , JJ JJ NN NN NNP VBD IN NNP . VBP DT NN IN DT NN EX VBZ JJ IN JJ IN PRP VBP IN DT VBZ IN DT NN NNS MD RB VB RB , NNP NNP VBD . NNP NNP NNS MD VB IN NNP IN NNP TO VBG WP TO VB , PRP VBD ."
170,"NNP NNP VBZ RP IN JJ NN . NNP NNP NNS VBD IN NN NNP NNP NN , IN JJ NN IN DT NN IN JJ NN NNS . NNP NNP NNP VBD IN NNP NNP TO NNP NNP IN NN IN NNP NNS , IN NNP NNP NNP VBD -NONE- -NONE- TO VB CD IN NN IN NNP NNS . CC NNP NNP NNP , DT NNP JJ NN NN IN CD NNP NN NNS , VBD IN CD CD TO CD CD , IN IN NNP NNS NNP NNPS . NNP CC NNP VBD IN JJ NN NNS IN NNP NNS , NNS VBD . CC NNP VBD VBN DT NN IN NNP IN PRP VBD DT NNP VBD NN VBG PRP VBD RB JJ IN DT NNS WDT MD VB VBN DT NN . DT NN VBD JJ DT NN CC DT NN IN NNS VBP VBN IN PRP$ NNS , VBD CD NN . CD NNS VBP VBN RB . : NNP NNP NNP NNP NNP"
171,"NNP NNP NNP NNP NNP NNP NNP . NNP NNP NN NNPS NNP VBD NNP PRP NNP NNP NNP TO DT NNP NNP IN DT JJ NN NN . CD NN NNP NNP VBD PRP VBD CD CD CD NNS NN IN DT VBN NN IN CD CD IN NNP . IN DT NN VBD JJ IN CD , RB IN DT JJ NN IN CD . : NNP NNP , NNP"
172,"NNP NNP VBZ NN NN NN . NNP NNP NNP NNP NNP NNP VBD NNP PRP VBD PRP$ NN IN NN NN VBD TO VB NN IN CD NN . IN DT NN IN DT NNPS CC NNP NNP , NNP VBD PRP VBD VBZ JJ JJ NNS IN DT NNP JJ NN NN NN IN NNS VBG IN $ CD TO $ CD DT NN . DT NNS VBD PRP$ NN IN DT NN TO NNP NNS , WDT VBD VBN IN DT NN IN $ CD CD , PRP VBD . NNP , WP VBZ JJ IN DT JJ NN , VBZ NN IN NNP NNP NNP , DT VBG NN IN WDT PRP VBZ NNS IN JJ JJ NNP NNS ."
173,"NNP NNP , NNP NNP NNP NN . NNP NNP DT NNP CC NNP NNP VBD DT NN IN MD VB NNP NNP POS NNP NNS TO VB CD NNP NNP IN NNP NNP CC NNP , DT NN IN NNP VBD VBN . IN DT NN , WDT -NONE- NNS IN CD DT NN , NNP RB MD VB VBN TO VB RP TO CD IN DT NNS NNP PRP RB VBZ IN NNP CC NNP TO PRP$ NNP NNP NNP . DT NNP NNPS RB MD VB JJ TO NNP CD JJ NNP NN IN NN IN DT CD NNS IN CD NNS . NNP VBD VBN TO VB DT JJ JJ NN -NONE- TO PRP$ JJ NNP NNP NN , IN PRP MD RB VB JJ TO VB RB IN IN NN CD VBZ JJ NNP NN IN DT NNP NNP NNP POS NNP NNP NN NN . NNP MD VB VBN TO NNP NNP NN WRB PRP$ NNP NNP VBZ VBN VBN , DT NN VBD . IN DT NNP IN DT NNP NNS RB VBD TO , DT NNP IN DT CD NNS VBP VBN TO VB PRP$ JJ NN IN NNP CC NNS IN DT JJ NNP NNS , DT NN VBD . DT NN VBD DT NN IN -NONE- IN NNP WRB NNP VBD RP NNP POS NN TO CD NNS IN NNP NNP CC NNP , DT NN WDT VBD DT NNP NNS TO VB IN DT NNP VBD VBN DT JJ NN NN CC TO VB NNS IN CD IN CD NNP NNPS , NNP CC NNP ."
174,"NNP VBP NNP NNP CC NNP NNP NNP NNP . NNP NNP JJS NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP . NNP NNP NNP NNP NNP NNP NNP NNP , NNP NNP NNP . NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP $ NNP NNP . CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP $ CD NNP . CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP . : NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP . NNP NNP NNP NNP NNP NNP NNP $ NNP NNP . NNP CD NNP NNP NNP NNP NNP NNP . NNP CD NNP NNP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP NNP NNP NNP NNP NNP . NNP NNP NNP NNP NNP NNP NNP NNP NNP . NNP NNP NNP NNP NNP NNP NNP NNP NNP . NNP CD NNP NNP NNP NNP NNP NNP NNP . NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNPS $ NNP NNP . NNP NNP CD NNP NNP NNP NNP NNP NNP NNP . NNP NNP NNP NNP NNP NNP $ NNP NNP NNP . CD NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP NNP . : NNP NNP , NNP NNP NNP NNP"
175,"NNP NNP NNP NNP NNP NNP NNP CD NN . NNP VBZ RB RP NNP NNP NNP NNP NNP NNP NNP CD NNP NNP RB IN CD NNP CD NN IN NNP CD NNP TO VB NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP NNP NNP DT NNPS"
176,"NNP NNP DT NNP : NNP VBZ PRP$ NN IN JJ NN . NNP NNP NNP NN CD NNP NNP NNP VBZ VBN PRP$ NNP NNP NNP IN DT JJ NN . NNP NNP CC PRP VBP CD , NNP NNS VBD NNS IN NNP IN DT NN IN DT NNP NN IN NNP IN NNP , NNP . NNP , DT NNP JJ NNP NNP , VBN NNS IN PRP$ JJ NN IN VBG DT NN IN DT NN POS CD NNP , NNP CD NNP NNP . DT NNP NNP VBD IN DT JJ NN NN IN CD IN NNP , VBZ PRP CD NNP NNP IN DT NNS , NNP NNP NNP CC NNP NNP CC NNP POS NNP NNP . IN NNP NNS VBD DT NN IN PRP$ NNS IN DT JJ NN IN CD , WRB PRP VBD TO VB DT NNP . NNP PRP$ NN DT NN VBZ VBN NNP , NNP NNP VBD . NNP RB PRP VBP RB VBN IN VBN IN IN PRP MD VB VBN . NNP NNP RB PRP VB RB VB PRP IN PRP$ NN TO VB . RB DT VBD CD IN DT NNS WRB PRP VBD RB , CC PRP VBD RB CD NN EX , CC PRP VBP TO VB CD NN TO CD , NNP PRP VBD . : NNP NN NNP NNP"
